LocalDate,LocalTime,TotalCarriagewayFlow
2016-06-11,12:59:00,486
2016-06-11,13:14:00,497
2016-06-11,13:29:00,468
2016-06-11,13:44:00,436
2016-06-11,13:59:00,436
2016-06-11,14:14:00,491
2016-06-11,14:29:00,440
2016-06-11,14:44:00,468
2016-06-11,14:59:00,422
2016-06-11,15:14:00,432
2016-06-11,15:29:00,409
2016-06-11,15:44:00,452
2016-06-11,15:59:00,382
2016-06-11,16:14:00,440
2016-06-11,16:29:00,416
2016-06-11,16:44:00,391
2016-06-11,16:59:00,359
2016-06-11,17:14:00,399
2016-06-11,17:29:00,367
2016-06-11,17:44:00,433
2016-06-11,17:59:00,361
2016-06-11,18:14:00,337
2016-06-11,18:29:00,405
2016-06-11,18:44:00,439
2016-06-11,18:59:00,362
2016-06-11,19:14:00,366
2016-06-11,19:29:00,328
2016-06-11,19:44:00,322
2016-06-11,19:59:00,314
2016-06-11,20:14:00,325
2016-06-11,20:29:00,311
2016-06-11,20:44:00,312
2016-06-11,20:59:00,311
2016-06-11,21:14:00,210
2016-06-11,21:29:00,178
2016-06-11,21:44:00,164
2016-06-11,21:59:00,178
2016-06-11,22:14:00,169
2016-06-11,22:29:00,189
2016-06-11,22:44:00,200
2016-06-11,22:59:00,171
2016-06-11,23:14:00,152
2016-06-11,23:29:00,147
2016-06-11,23:44:00,167
2016-06-11,23:59:00,199
2016-06-12,00:14:00,207
2016-06-12,00:29:00,164
2016-06-12,00:44:00,164
2016-06-12,00:59:00,180
2016-06-12,01:14:00,187
2016-06-12,01:29:00,144
2016-06-12,01:44:00,123
2016-06-12,01:59:00,113
2016-06-12,02:14:00,95
2016-06-12,02:29:00,74
2016-06-12,02:44:00,91
2016-06-12,02:59:00,101
2016-06-12,03:14:00,75
2016-06-12,03:29:00,66
2016-06-12,03:44:00,69
2016-06-12,03:59:00,78
2016-06-12,04:14:00,73
2016-06-12,04:29:00,89
2016-06-12,04:44:00,112
2016-06-12,04:59:00,137
2016-06-12,05:14:00,169
2016-06-12,05:29:00,178
2016-06-12,05:44:00,177
2016-06-12,05:59:00,176
2016-06-12,06:14:00,192
2016-06-12,06:29:00,217
2016-06-12,06:44:00,272
2016-06-12,06:59:00,268
2016-06-12,07:14:00,268
2016-06-12,07:29:00,285
2016-06-12,07:44:00,296
2016-06-12,07:59:00,279
2016-06-12,08:14:00,261
2016-06-12,08:29:00,339
2016-06-12,08:44:00,325
2016-06-12,08:59:00,314
2016-06-12,09:14:00,362
2016-06-12,09:29:00,321
2016-06-12,09:44:00,311
2016-06-12,09:59:00,264
2016-06-12,10:14:00,266
2016-06-12,10:29:00,342
2016-06-12,10:44:00,367
2016-06-12,10:59:00,347
2016-06-12,11:14:00,397
2016-06-12,11:29:00,417
2016-06-12,11:44:00,410
2016-06-12,11:59:00,373
2016-06-12,12:14:00,378
2016-06-12,12:29:00,416
2016-06-12,12:44:00,385
2016-06-12,12:59:00,409
2016-06-12,13:14:00,435
2016-06-12,13:29:00,414
2016-06-12,13:44:00,491
2016-06-12,13:59:00,470
2016-06-12,14:14:00,439
2016-06-12,14:29:00,438
2016-06-12,14:44:00,475
2016-06-12,14:59:00,440
2016-06-12,15:14:00,420
2016-06-12,15:29:00,430
2016-06-12,15:44:00,380
2016-06-12,15:59:00,391
2016-06-12,16:14:00,395
2016-06-12,16:29:00,447
2016-06-12,16:44:00,456
2016-06-12,16:59:00,474
2016-06-12,17:14:00,421
2016-06-12,17:29:00,421
2016-06-12,17:44:00,380
2016-06-12,17:59:00,383
2016-06-12,18:14:00,445
2016-06-12,18:29:00,400
2016-06-12,18:44:00,358
2016-06-12,18:59:00,355
2016-06-12,19:14:00,378
2016-06-12,19:29:00,365
2016-06-12,19:44:00,381
2016-06-12,19:59:00,374
2016-06-12,20:14:00,381
2016-06-12,20:29:00,376
2016-06-12,20:44:00,321
2016-06-12,20:59:00,282
2016-06-12,21:14:00,299
2016-06-12,21:29:00,284
2016-06-12,21:44:00,274
2016-06-12,21:59:00,252
2016-06-12,22:14:00,284
2016-06-12,22:29:00,232
2016-06-12,22:44:00,228
2016-06-12,22:59:00,237
2016-06-12,23:14:00,203
2016-06-12,23:29:00,135
2016-06-12,23:44:00,121
2016-06-12,23:59:00,129
2016-06-13,00:14:00,128
2016-06-13,00:29:00,194
2016-06-13,00:44:00,144
2016-06-13,00:59:00,139
2016-06-13,01:14:00,125
2016-06-13,01:29:00,129
2016-06-13,01:44:00,180
2016-06-13,01:59:00,150
2016-06-13,02:14:00,157
2016-06-13,02:29:00,148
2016-06-13,02:44:00,128
2016-06-13,02:59:00,95
2016-06-13,03:14:00,97
2016-06-13,03:29:00,66
2016-06-13,03:44:00,85
2016-06-13,03:59:00,111
2016-06-13,04:14:00,124
2016-06-13,04:29:00,128
2016-06-13,04:44:00,170
2016-06-13,04:59:00,190
2016-06-13,05:14:00,232
2016-06-13,05:29:00,335
2016-06-13,05:44:00,422
2016-06-13,05:59:00,528
2016-06-13,06:14:00,623
2016-06-13,06:29:00,569
2016-06-13,06:44:00,533
2016-06-13,06:59:00,527
2016-06-13,07:14:00,559
2016-06-13,07:29:00,544
2016-06-13,07:44:00,520
2016-06-13,07:59:00,571
2016-06-13,08:14:00,564
2016-06-13,08:29:00,523
2016-06-13,08:44:00,491
2016-06-13,08:59:00,495
2016-06-13,09:14:00,491
2016-06-13,09:29:00,522
2016-06-13,09:44:00,447
2016-06-13,09:59:00,385
2016-06-13,10:14:00,352
2016-06-13,10:29:00,397
2016-06-13,10:44:00,397
2016-06-13,10:59:00,316
2016-06-13,11:14:00,359
2016-06-13,11:29:00,343
2016-06-13,11:44:00,378
2016-06-13,11:59:00,367
2016-06-13,12:14:00,403
2016-06-13,12:29:00,418
2016-06-13,12:44:00,405
2016-06-13,12:59:00,364
2016-06-13,13:14:00,441
2016-06-13,13:29:00,451
2016-06-13,13:44:00,429
2016-06-13,13:59:00,458
2016-06-13,14:14:00,473
2016-06-13,14:29:00,442
2016-06-13,14:44:00,470
2016-06-13,14:59:00,482
2016-06-13,15:14:00,558
2016-06-13,15:29:00,544
2016-06-13,15:44:00,552
2016-06-13,15:59:00,500
2016-06-13,16:14:00,594
2016-06-13,16:29:00,608
2016-06-13,16:44:00,698
2016-06-13,16:59:00,604
2016-06-13,17:14:00,739
2016-06-13,17:29:00,702
2016-06-13,17:44:00,726
2016-06-13,17:59:00,746
2016-06-13,18:14:00,621
2016-06-13,18:29:00,622
2016-06-13,18:44:00,526
2016-06-13,18:59:00,517
2016-06-13,19:14:00,444
2016-06-13,19:29:00,497
2016-06-13,19:44:00,378
2016-06-13,19:59:00,365
2016-06-13,20:14:00,264
2016-06-13,20:29:00,368
2016-06-13,20:44:00,335
2016-06-13,20:59:00,321
2016-06-13,21:14:00,305
2016-06-13,21:29:00,243
2016-06-13,21:44:00,272
2016-06-13,21:59:00,267
2016-06-13,22:14:00,271
2016-06-13,22:29:00,288
2016-06-13,22:44:00,239
2016-06-13,22:59:00,204
2016-06-13,23:14:00,182
2016-06-13,23:29:00,212
2016-06-13,23:44:00,115
2016-06-13,23:59:00,164
2016-06-14,00:14:00,171
2016-06-14,00:29:00,172
2016-06-14,00:44:00,126
2016-06-14,00:59:00,68
2016-06-14,01:14:00,67
2016-06-14,01:29:00,85
2016-06-14,01:44:00,71
2016-06-14,01:59:00,59
2016-06-14,02:14:00,64
2016-06-14,02:29:00,67
2016-06-14,02:44:00,77
2016-06-14,02:59:00,81
2016-06-14,03:14:00,89
2016-06-14,03:29:00,70
2016-06-14,03:44:00,74
2016-06-14,03:59:00,85
2016-06-14,04:14:00,93
2016-06-14,04:29:00,119
2016-06-14,04:44:00,139
2016-06-14,04:59:00,159
2016-06-14,05:14:00,234
2016-06-14,05:29:00,299
2016-06-14,05:44:00,403
2016-06-14,05:59:00,515
2016-06-14,06:14:00,622
2016-06-14,06:29:00,534
2016-06-14,06:44:00,527
2016-06-14,06:59:00,513
2016-06-14,07:14:00,514
2016-06-14,07:29:00,526
2016-06-14,07:44:00,508
2016-06-14,07:59:00,506
2016-06-14,08:14:00,449
2016-06-14,08:29:00,580
2016-06-14,08:44:00,512
2016-06-14,08:59:00,496
2016-06-14,09:14:00,509
2016-06-14,09:29:00,460
2016-06-14,09:44:00,444
2016-06-14,09:59:00,407
2016-06-14,10:14:00,366
2016-06-14,10:29:00,359
2016-06-14,10:44:00,365
2016-06-14,10:59:00,359
2016-06-14,11:14:00,362
2016-06-14,11:29:00,367
2016-06-14,11:44:00,337
2016-06-14,11:59:00,335
2016-06-14,12:14:00,376
2016-06-14,12:29:00,356
2016-06-14,12:44:00,337
2016-06-14,12:59:00,390
2016-06-14,13:14:00,377
2016-06-14,13:29:00,424
2016-06-14,13:44:00,400
2016-06-14,13:59:00,412
2016-06-14,14:14:00,431
2016-06-14,14:29:00,435
2016-06-14,14:44:00,420
2016-06-14,14:59:00,462
2016-06-14,15:14:00,536
2016-06-14,15:29:00,515
2016-06-14,15:44:00,504
2016-06-14,15:59:00,490
2016-06-14,16:14:00,625
2016-06-14,16:29:00,592
2016-06-14,16:44:00,675
2016-06-14,16:59:00,614
2016-06-14,17:14:00,768
2016-06-14,17:29:00,737
2016-06-14,17:44:00,737
2016-06-14,17:59:00,729
2016-06-14,18:14:00,563
2016-06-14,18:29:00,596
2016-06-14,18:44:00,512
2016-06-14,18:59:00,430
2016-06-14,19:14:00,455
2016-06-14,19:29:00,431
2016-06-14,19:44:00,391
2016-06-14,19:59:00,374
2016-06-14,20:14:00,367
2016-06-14,20:29:00,325
2016-06-14,20:44:00,288
2016-06-14,20:59:00,305
2016-06-14,21:14:00,306
2016-06-14,21:29:00,252
2016-06-14,21:44:00,259
2016-06-14,21:59:00,249
2016-06-14,22:14:00,258
2016-06-14,22:29:00,232
2016-06-14,22:44:00,226
2016-06-14,22:59:00,169
2016-06-14,23:14:00,158
2016-06-14,23:29:00,146
2016-06-14,23:44:00,119
2016-06-14,23:59:00,112
2016-06-15,00:14:00,145
2016-06-15,00:29:00,172
2016-06-15,00:44:00,212
2016-06-15,00:59:00,192
2016-06-15,01:14:00,130
2016-06-15,01:29:00,78
2016-06-15,01:44:00,62
2016-06-15,01:59:00,85
2016-06-15,02:14:00,91
2016-06-15,02:29:00,67
2016-06-15,02:44:00,84
2016-06-15,02:59:00,93
2016-06-15,03:14:00,104
2016-06-15,03:29:00,78
2016-06-15,03:44:00,85
2016-06-15,03:59:00,100
2016-06-15,04:14:00,112
2016-06-15,04:29:00,126
2016-06-15,04:44:00,167
2016-06-15,04:59:00,170
2016-06-15,05:14:00,209
2016-06-15,05:29:00,317
2016-06-15,05:44:00,465
2016-06-15,05:59:00,578
2016-06-15,06:14:00,604
2016-06-15,06:29:00,590
2016-06-15,06:44:00,587
2016-06-15,06:59:00,555
2016-06-15,07:14:00,563
2016-06-15,07:29:00,612
2016-06-15,07:44:00,599
2016-06-15,07:59:00,554
2016-06-15,08:14:00,559
2016-06-15,08:29:00,549
2016-06-15,08:44:00,524
2016-06-15,08:59:00,491
2016-06-15,09:14:00,509
2016-06-15,09:29:00,499
2016-06-15,09:44:00,446
2016-06-15,09:59:00,359
2016-06-15,10:14:00,366
2016-06-15,10:29:00,349
2016-06-15,10:44:00,355
2016-06-15,10:59:00,324
2016-06-15,11:14:00,331
2016-06-15,11:29:00,368
2016-06-15,11:44:00,390
2016-06-15,11:59:00,344
2016-06-15,12:14:00,369
2016-06-15,12:29:00,342
2016-06-15,12:44:00,405
2016-06-15,12:59:00,438
2016-06-15,13:14:00,427
2016-06-15,13:29:00,428
2016-06-15,13:44:00,461
2016-06-15,13:59:00,481
2016-06-15,14:14:00,474
2016-06-15,14:29:00,425
2016-06-15,14:44:00,465
2016-06-15,14:59:00,417
2016-06-15,15:14:00,512
2016-06-15,15:29:00,482
2016-06-15,15:44:00,515
2016-06-15,15:59:00,478
2016-06-15,16:14:00,659
2016-06-15,16:29:00,654
2016-06-15,16:44:00,669
2016-06-15,16:59:00,696
2016-06-15,17:14:00,797
2016-06-15,17:29:00,734
2016-06-15,17:44:00,737
2016-06-15,17:59:00,710
2016-06-15,18:14:00,649
2016-06-15,18:29:00,634
2016-06-15,18:44:00,542
2016-06-15,18:59:00,474
2016-06-15,19:14:00,473
2016-06-15,19:29:00,410
2016-06-15,19:44:00,396
2016-06-15,19:59:00,347
2016-06-15,20:14:00,370
2016-06-15,20:29:00,384
2016-06-15,20:44:00,384
2016-06-15,20:59:00,329
2016-06-15,21:14:00,254
2016-06-15,21:29:00,275
2016-06-15,21:44:00,306
2016-06-15,21:59:00,216
2016-06-15,22:14:00,271
2016-06-15,22:29:00,257
2016-06-15,22:44:00,258
2016-06-15,22:59:00,237
2016-06-15,23:14:00,183
2016-06-15,23:29:00,140
2016-06-15,23:44:00,205
2016-06-15,23:59:00,195
2016-06-16,00:14:00,190
2016-06-16,00:29:00,126
2016-06-16,00:44:00,140
2016-06-16,00:59:00,151
2016-06-16,01:14:00,91
2016-06-16,01:29:00,100
2016-06-16,01:44:00,170
2016-06-16,01:59:00,140
2016-06-16,02:14:00,87
2016-06-16,02:29:00,72
2016-06-16,02:44:00,50
2016-06-16,02:59:00,53
2016-06-16,03:14:00,53
2016-06-16,03:29:00,50
2016-06-16,03:44:00,67
2016-06-16,03:59:00,62
2016-06-16,04:14:00,83
2016-06-16,04:29:00,92
2016-06-16,04:44:00,136
2016-06-16,04:59:00,204
2016-06-16,05:14:00,236
2016-06-16,05:29:00,303
2016-06-16,05:44:00,440
2016-06-16,05:59:00,540
2016-06-16,06:14:00,631
2016-06-16,06:29:00,563
2016-06-16,06:44:00,600
2016-06-16,06:59:00,606
2016-06-16,07:14:00,571
2016-06-16,07:29:00,576
2016-06-16,07:44:00,603
2016-06-16,07:59:00,562
2016-06-16,08:14:00,598
2016-06-16,08:29:00,537
2016-06-16,08:44:00,531
2016-06-16,08:59:00,489
2016-06-16,09:14:00,530
2016-06-16,09:29:00,475
2016-06-16,09:44:00,421
2016-06-16,09:59:00,326
2016-06-16,10:14:00,352
2016-06-16,10:29:00,362
2016-06-16,10:44:00,362
2016-06-16,10:59:00,395
2016-06-16,11:14:00,361
2016-06-16,11:29:00,400
2016-06-16,11:44:00,353
2016-06-16,11:59:00,332
2016-06-16,12:14:00,378
2016-06-16,12:29:00,450
2016-06-16,12:44:00,432
2016-06-16,12:59:00,423
2016-06-16,13:14:00,457
2016-06-16,13:29:00,482
2016-06-16,13:44:00,466
2016-06-16,13:59:00,466
2016-06-16,14:14:00,511
2016-06-16,14:29:00,481
2016-06-16,14:44:00,462
2016-06-16,14:59:00,457
2016-06-16,15:14:00,532
2016-06-16,15:29:00,451
2016-06-16,15:44:00,513
2016-06-16,15:59:00,446
2016-06-16,16:14:00,653
2016-06-16,16:29:00,613
2016-06-16,16:44:00,665
2016-06-16,16:59:00,589
2016-06-16,17:14:00,733
2016-06-16,17:29:00,712
2016-06-16,17:44:00,704
2016-06-16,17:59:00,721
2016-06-16,18:14:00,664
2016-06-16,18:29:00,601
2016-06-16,18:44:00,464
2016-06-16,18:59:00,428
2016-06-16,19:14:00,391
2016-06-16,19:29:00,325
2016-06-16,19:44:00,351
2016-06-16,19:59:00,348
2016-06-16,20:14:00,357
2016-06-16,20:29:00,293
2016-06-16,20:44:00,283
2016-06-16,20:59:00,254
2016-06-16,21:14:00,251
2016-06-16,21:29:00,323
2016-06-16,21:44:00,283
2016-06-16,21:59:00,293
2016-06-16,22:14:00,297
2016-06-16,22:29:00,214
2016-06-16,22:44:00,227
2016-06-16,22:59:00,187
2016-06-16,23:14:00,198
2016-06-16,23:29:00,226
2016-06-16,23:44:00,165
2016-06-16,23:59:00,143
2016-06-17,00:14:00,107
2016-06-17,00:29:00,171
2016-06-17,00:44:00,209
2016-06-17,00:59:00,163
2016-06-17,01:14:00,108
2016-06-17,01:29:00,72
2016-06-17,01:44:00,78
2016-06-17,01:59:00,50
2016-06-17,02:14:00,80
2016-06-17,02:29:00,43
2016-06-17,02:44:00,79
2016-06-17,02:59:00,67
2016-06-17,03:14:00,85
2016-06-17,03:29:00,87
2016-06-17,03:44:00,103
2016-06-17,03:59:00,100
2016-06-17,04:14:00,106
2016-06-17,04:29:00,127
2016-06-17,04:44:00,151
2016-06-17,04:59:00,174
2016-06-17,05:14:00,203
2016-06-17,05:29:00,314
2016-06-17,05:44:00,418
2016-06-17,05:59:00,467
2016-06-17,06:14:00,576
2016-06-17,06:29:00,585
2016-06-17,06:44:00,524
2016-06-17,06:59:00,543
2016-06-17,07:14:00,563
2016-06-17,07:29:00,573
2016-06-17,07:44:00,608
2016-06-17,07:59:00,556
2016-06-17,08:14:00,548
2016-06-17,08:29:00,513
2016-06-17,08:44:00,535
2016-06-17,08:59:00,526
2016-06-17,09:14:00,496
2016-06-17,09:29:00,412
2016-06-17,09:44:00,409
2016-06-17,09:59:00,434
2016-06-17,10:14:00,393
2016-06-17,10:29:00,455
2016-06-17,10:44:00,387
2016-06-17,10:59:00,373
2016-06-17,11:14:00,389
2016-06-17,11:29:00,382
2016-06-17,11:44:00,369
2016-06-17,11:59:00,402
2016-06-17,12:14:00,425
2016-06-17,12:29:00,456
2016-06-17,12:44:00,429
2016-06-17,12:59:00,436
2016-06-17,13:14:00,437
2016-06-17,13:29:00,437
2016-06-17,13:44:00,428
2016-06-17,13:59:00,443
2016-06-17,14:14:00,428
2016-06-17,14:29:00,492
2016-06-17,14:44:00,407
2016-06-17,14:59:00,486
2016-06-17,15:14:00,526
2016-06-17,15:29:00,525
2016-06-17,15:44:00,564
2016-06-17,15:59:00,550
2016-06-17,16:14:00,632
2016-06-17,16:29:00,624
2016-06-17,16:44:00,659
2016-06-17,16:59:00,576
2016-06-17,17:14:00,675
2016-06-17,17:29:00,616
2016-06-17,17:44:00,641
2016-06-17,17:59:00,609
2016-06-17,18:14:00,537
2016-06-17,18:29:00,519
2016-06-17,18:44:00,504
2016-06-17,18:59:00,449
2016-06-17,19:14:00,386
2016-06-17,19:29:00,388
2016-06-17,19:44:00,401
2016-06-17,19:59:00,367
2016-06-17,20:14:00,358
2016-06-17,20:29:00,301
2016-06-17,20:44:00,276
2016-06-17,20:59:00,295
2016-06-17,21:14:00,284
2016-06-17,21:29:00,334
2016-06-17,21:44:00,358
2016-06-17,21:59:00,254
2016-06-17,22:14:00,245
2016-06-17,22:29:00,284
2016-06-17,22:44:00,297
2016-06-17,22:59:00,254
2016-06-17,23:14:00,213
2016-06-17,23:29:00,177
2016-06-17,23:44:00,236
2016-06-17,23:59:00,199
2016-06-18,00:14:00,141
2016-06-18,00:29:00,177
2016-06-18,00:44:00,208
2016-06-18,00:59:00,247
2016-06-18,01:14:00,152
2016-06-18,01:29:00,134
2016-06-18,01:44:00,134
2016-06-18,01:59:00,133
2016-06-18,02:14:00,131
2016-06-18,02:29:00,89
2016-06-18,02:44:00,63
2016-06-18,02:59:00,43
2016-06-18,03:14:00,61
2016-06-18,03:29:00,44
2016-06-18,03:44:00,68
2016-06-18,03:59:00,90
2016-06-18,04:14:00,108
2016-06-18,04:29:00,132
2016-06-18,04:44:00,171
2016-06-18,04:59:00,157
2016-06-18,05:14:00,199
2016-06-18,05:29:00,252
2016-06-18,05:44:00,251
2016-06-18,05:59:00,254
2016-06-18,06:14:00,297
2016-06-18,06:29:00,286
2016-06-18,06:44:00,326
2016-06-18,06:59:00,329
2016-06-18,07:14:00,332
2016-06-18,07:29:00,376
2016-06-18,07:44:00,339
2016-06-18,07:59:00,308
2016-06-18,08:14:00,375
2016-06-18,08:29:00,405
2016-06-18,08:44:00,449
2016-06-18,08:59:00,467
2016-06-18,09:14:00,443
2016-06-18,09:29:00,443
2016-06-18,09:44:00,434
2016-06-18,09:59:00,403
2016-06-18,10:14:00,423
2016-06-18,10:29:00,408
2016-06-18,10:44:00,431
2016-06-18,10:59:00,426
2016-06-18,11:14:00,441
2016-06-18,11:29:00,432
2016-06-18,11:44:00,404
2016-06-18,11:59:00,400
2016-06-18,12:14:00,442
2016-06-18,12:29:00,445
2016-06-18,12:44:00,486
2016-06-18,12:59:00,435
2016-06-18,13:14:00,436
2016-06-18,13:29:00,447
2016-06-18,13:44:00,456
2016-06-18,13:59:00,462
2016-06-18,14:14:00,522
2016-06-18,14:29:00,464
2016-06-18,14:44:00,460
2016-06-18,14:59:00,383
2016-06-18,15:14:00,427
2016-06-18,15:29:00,434
2016-06-18,15:44:00,430
2016-06-18,15:59:00,387
2016-06-18,16:14:00,385
2016-06-18,16:29:00,443
2016-06-18,16:44:00,416
2016-06-18,16:59:00,406
2016-06-18,17:14:00,429
2016-06-18,17:29:00,432
2016-06-18,17:44:00,432
2016-06-18,17:59:00,427
2016-06-18,18:14:00,462
2016-06-18,18:29:00,390
2016-06-18,18:44:00,386
2016-06-18,18:59:00,310
2016-06-18,19:14:00,332
2016-06-18,19:29:00,351
2016-06-18,19:44:00,300
2016-06-18,19:59:00,273
2016-06-18,20:14:00,276
2016-06-18,20:29:00,280
2016-06-18,20:44:00,240
2016-06-18,20:59:00,280
2016-06-18,21:14:00,256
2016-06-18,21:29:00,284
2016-06-18,21:44:00,263
2016-06-18,21:59:00,190
2016-06-18,22:14:00,195
2016-06-18,22:29:00,195
2016-06-18,22:44:00,206
2016-06-18,22:59:00,193
2016-06-18,23:14:00,130
2016-06-18,23:29:00,152
2016-06-18,23:44:00,170
2016-06-18,23:59:00,174
2016-06-19,00:14:00,211
2016-06-19,00:29:00,266
2016-06-19,00:44:00,232
2016-06-19,00:59:00,221
2016-06-19,01:14:00,186
2016-06-19,01:29:00,151
2016-06-19,01:44:00,138
2016-06-19,01:59:00,127
2016-06-19,02:14:00,133
2016-06-19,02:29:00,116
2016-06-19,02:44:00,102
2016-06-19,02:59:00,71
2016-06-19,03:14:00,97
2016-06-19,03:29:00,64
2016-06-19,03:44:00,68
2016-06-19,03:59:00,97
2016-06-19,04:14:00,92
2016-06-19,04:29:00,109
2016-06-19,04:44:00,124
2016-06-19,04:59:00,131
2016-06-19,05:14:00,172
2016-06-19,05:29:00,168
2016-06-19,05:44:00,213
2016-06-19,05:59:00,174
2016-06-19,06:14:00,210
2016-06-19,06:29:00,223
2016-06-19,06:44:00,260
2016-06-19,06:59:00,239
2016-06-19,07:14:00,265
2016-06-19,07:29:00,313
2016-06-19,07:44:00,322
2016-06-19,07:59:00,276
2016-06-19,08:14:00,302
2016-06-19,08:29:00,308
2016-06-19,08:44:00,368
2016-06-19,08:59:00,379
2016-06-19,09:14:00,367
2016-06-19,09:29:00,343
2016-06-19,09:44:00,378
2016-06-19,09:59:00,374
2016-06-19,10:14:00,331
2016-06-19,10:29:00,404
2016-06-19,10:44:00,393
2016-06-19,10:59:00,408
2016-06-19,11:14:00,443
2016-06-19,11:29:00,430
2016-06-19,11:44:00,417
2016-06-19,11:59:00,419
2016-06-19,12:14:00,478
2016-06-19,12:29:00,451
2016-06-19,12:44:00,482
2016-06-19,12:59:00,444
2016-06-19,13:14:00,483
2016-06-19,13:29:00,425
2016-06-19,13:44:00,446
2016-06-19,13:59:00,441
2016-06-19,14:14:00,482
2016-06-19,14:29:00,447
2016-06-19,14:44:00,486
2016-06-19,14:59:00,463
2016-06-19,15:14:00,518
2016-06-19,15:29:00,464
2016-06-19,15:44:00,414
2016-06-19,15:59:00,412
2016-06-19,16:14:00,436
2016-06-19,16:29:00,513
2016-06-19,16:44:00,520
2016-06-19,16:59:00,469
2016-06-19,17:14:00,511
2016-06-19,17:29:00,527
2016-06-19,17:44:00,439
2016-06-19,17:59:00,466
2016-06-19,18:14:00,468
2016-06-19,18:29:00,548
2016-06-19,18:44:00,488
2016-06-19,18:59:00,438
2016-06-19,19:14:00,459
2016-06-19,19:29:00,437
2016-06-19,19:44:00,484
2016-06-19,19:59:00,451
2016-06-19,20:14:00,435
2016-06-19,20:29:00,463
2016-06-19,20:44:00,384
2016-06-19,20:59:00,356
2016-06-19,21:14:00,340
2016-06-19,21:29:00,336
2016-06-19,21:44:00,297
2016-06-19,21:59:00,218
2016-06-19,22:14:00,249
2016-06-19,22:29:00,263
2016-06-19,22:44:00,226
2016-06-19,22:59:00,158
2016-06-19,23:14:00,174
2016-06-19,23:29:00,240
2016-06-19,23:44:00,204
2016-06-19,23:59:00,196
2016-06-20,00:14:00,216
2016-06-20,00:29:00,245
2016-06-20,00:44:00,209
2016-06-20,00:59:00,199
2016-06-20,01:14:00,194
2016-06-20,01:29:00,128
2016-06-20,01:44:00,107
2016-06-20,01:59:00,76
2016-06-20,02:14:00,94
2016-06-20,02:29:00,129
2016-06-20,02:44:00,95
2016-06-20,02:59:00,49
2016-06-20,03:14:00,80
2016-06-20,03:29:00,101
2016-06-20,03:44:00,87
2016-06-20,03:59:00,80
2016-06-20,04:14:00,100
2016-06-20,04:29:00,137
2016-06-20,04:44:00,153
2016-06-20,04:59:00,194
2016-06-20,05:14:00,212
2016-06-20,05:29:00,296
2016-06-20,05:44:00,418
2016-06-20,05:59:00,514
2016-06-20,06:14:00,593
2016-06-20,06:29:00,557
2016-06-20,06:44:00,451
2016-06-20,06:59:00,485
2016-06-20,07:14:00,398
2016-06-20,07:29:00,327
2016-06-20,07:44:00,322
2016-06-20,07:59:00,331
2016-06-20,08:14:00,334
2016-06-20,08:29:00,344
2016-06-20,08:44:00,359
2016-06-20,08:59:00,379
2016-06-20,09:14:00,423
2016-06-20,09:29:00,409
2016-06-20,09:44:00,303
2016-06-20,09:59:00,397
2016-06-20,10:14:00,404
2016-06-20,10:29:00,430
2016-06-20,10:44:00,407
2016-06-20,10:59:00,365
2016-06-20,11:14:00,328
2016-06-20,11:29:00,349
2016-06-20,11:44:00,318
2016-06-20,11:59:00,325
2016-06-20,12:14:00,339
2016-06-20,12:29:00,398
2016-06-20,12:44:00,392
2016-06-20,12:59:00,347
2016-06-20,13:14:00,385
2016-06-20,13:29:00,448
2016-06-20,13:44:00,447
2016-06-20,13:59:00,384
2016-06-20,14:14:00,457
2016-06-20,14:29:00,535
2016-06-20,14:44:00,431
2016-06-20,14:59:00,465
2016-06-20,15:14:00,526
2016-06-20,15:29:00,531
2016-06-20,15:44:00,523
2016-06-20,15:59:00,545
2016-06-20,16:14:00,649
2016-06-20,16:29:00,627
2016-06-20,16:44:00,744
2016-06-20,16:59:00,630
2016-06-20,17:14:00,701
2016-06-20,17:29:00,764
2016-06-20,17:44:00,723
2016-06-20,17:59:00,650
2016-06-20,18:14:00,654
2016-06-20,18:29:00,631
2016-06-20,18:44:00,569
2016-06-20,18:59:00,439
2016-06-20,19:14:00,436
2016-06-20,19:29:00,385
2016-06-20,19:44:00,371
2016-06-20,19:59:00,316
2016-06-20,20:14:00,332
2016-06-20,20:29:00,299
2016-06-20,20:44:00,268
2016-06-20,20:59:00,268
2016-06-20,21:14:00,214
2016-06-20,21:29:00,223
2016-06-20,21:44:00,230
2016-06-20,21:59:00,234
2016-06-20,22:14:00,367
2016-06-20,22:29:00,338
2016-06-20,22:44:00,244
2016-06-20,22:59:00,243
2016-06-20,23:14:00,188
2016-06-20,23:29:00,149
2016-06-20,23:44:00,151
2016-06-20,23:59:00,136
2016-06-21,00:14:00,147
2016-06-21,00:29:00,197
2016-06-21,00:44:00,233
2016-06-21,00:59:00,198
2016-06-21,01:14:00,163
2016-06-21,01:29:00,106
2016-06-21,01:44:00,93
2016-06-21,01:59:00,74
2016-06-21,02:14:00,81
2016-06-21,02:29:00,97
2016-06-21,02:44:00,47
2016-06-21,02:59:00,53
2016-06-21,03:14:00,65
2016-06-21,03:29:00,62
2016-06-21,03:44:00,79
2016-06-21,03:59:00,94
2016-06-21,04:14:00,88
2016-06-21,04:29:00,129
2016-06-21,04:44:00,142
2016-06-21,04:59:00,171
2016-06-21,05:14:00,250
2016-06-21,05:29:00,289
