LocalDate,LocalTime,TotalCarriagewayFlow
2016-06-21,05:44:00,431
2016-06-21,05:59:00,542
2016-06-21,06:14:00,627
2016-06-21,06:29:00,577
2016-06-21,06:44:00,602
2016-06-21,06:59:00,614
2016-06-21,07:14:00,651
2016-06-21,07:29:00,637
2016-06-21,07:44:00,625
2016-06-21,07:59:00,557
2016-06-21,08:14:00,538
2016-06-21,08:29:00,589
2016-06-21,08:44:00,531
2016-06-21,08:59:00,534
2016-06-21,09:14:00,503
2016-06-21,09:29:00,516
2016-06-21,09:44:00,417
2016-06-21,09:59:00,443
2016-06-21,10:14:00,415
2016-06-21,10:29:00,367
2016-06-21,10:44:00,364
2016-06-21,10:59:00,376
2016-06-21,11:14:00,363
2016-06-21,11:29:00,350
2016-06-21,11:44:00,364
2016-06-21,11:59:00,370
2016-06-21,12:14:00,402
2016-06-21,12:29:00,379
2016-06-21,12:44:00,459
2016-06-21,12:59:00,392
2016-06-21,13:14:00,381
2016-06-21,13:29:00,380
2016-06-21,13:44:00,382
2016-06-21,13:59:00,431
2016-06-21,14:14:00,528
2016-06-21,14:29:00,469
2016-06-21,14:44:00,438
2016-06-21,14:59:00,432
2016-06-21,15:14:00,540
2016-06-21,15:29:00,475
2016-06-21,15:44:00,542
2016-06-21,15:59:00,532
2016-06-21,16:14:00,670
2016-06-21,16:29:00,644
2016-06-21,16:44:00,689
2016-06-21,16:59:00,612
2016-06-21,17:14:00,738
2016-06-21,17:29:00,746
2016-06-21,17:44:00,699
2016-06-21,17:59:00,723
2016-06-21,18:14:00,626
2016-06-21,18:29:00,534
2016-06-21,18:44:00,496
2016-06-21,18:59:00,431
2016-06-21,19:14:00,492
2016-06-21,19:29:00,433
2016-06-21,19:44:00,447
2016-06-21,19:59:00,427
2016-06-21,20:14:00,346
2016-06-21,20:29:00,336
2016-06-21,20:44:00,313
2016-06-21,20:59:00,263
2016-06-21,21:14:00,295
2016-06-21,21:29:00,262
2016-06-21,21:44:00,237
2016-06-21,21:59:00,233
2016-06-21,22:14:00,337
2016-06-21,22:29:00,232
2016-06-21,22:44:00,164
2016-06-21,22:59:00,149
2016-06-21,23:14:00,190
2016-06-21,23:29:00,209
2016-06-21,23:44:00,222
2016-06-21,23:59:00,148
2016-06-22,00:14:00,130
2016-06-22,00:29:00,153
2016-06-22,00:44:00,148
2016-06-22,00:59:00,84
2016-06-22,01:14:00,55
2016-06-22,01:29:00,46
2016-06-22,01:44:00,48
2016-06-22,01:59:00,85
2016-06-22,02:14:00,167
2016-06-22,02:29:00,142
2016-06-22,02:44:00,102
2016-06-22,02:59:00,74
2016-06-22,03:14:00,51
2016-06-22,03:29:00,52
2016-06-22,03:44:00,77
2016-06-22,03:59:00,91
2016-06-22,04:14:00,100
2016-06-22,04:29:00,132
2016-06-22,04:44:00,169
2016-06-22,04:59:00,171
2016-06-22,05:14:00,252
2016-06-22,05:29:00,308
2016-06-22,05:44:00,422
2016-06-22,05:59:00,562
2016-06-22,06:14:00,655
2016-06-22,06:29:00,571
2016-06-22,06:44:00,543
2016-06-22,06:59:00,517
2016-06-22,07:14:00,577
2016-06-22,07:29:00,578
2016-06-22,07:44:00,584
2016-06-22,07:59:00,556
2016-06-22,08:14:00,610
2016-06-22,08:29:00,589
2016-06-22,08:44:00,479
2016-06-22,08:59:00,468
2016-06-22,09:14:00,475
2016-06-22,09:29:00,453
2016-06-22,09:44:00,470
2016-06-22,09:59:00,380
2016-06-22,10:14:00,369
2016-06-22,10:29:00,309
2016-06-22,10:44:00,360
2016-06-22,10:59:00,359
2016-06-22,11:14:00,343
2016-06-22,11:29:00,360
2016-06-22,11:44:00,345
2016-06-22,11:59:00,353
2016-06-22,12:14:00,376
2016-06-22,12:29:00,362
2016-06-22,12:44:00,412
2016-06-22,12:59:00,418
2016-06-22,13:14:00,447
2016-06-22,13:29:00,436
2016-06-22,13:44:00,376
2016-06-22,13:59:00,402
2016-06-22,14:14:00,460
2016-06-22,14:29:00,491
2016-06-22,14:44:00,496
2016-06-22,14:59:00,469
2016-06-22,15:14:00,515
2016-06-22,15:29:00,469
2016-06-22,15:44:00,543
2016-06-22,15:59:00,567
2016-06-22,16:14:00,667
2016-06-22,16:29:00,608
2016-06-22,16:44:00,715
2016-06-22,16:59:00,685
2016-06-22,17:14:00,812
2016-06-22,17:29:00,794
2016-06-22,17:44:00,725
2016-06-22,17:59:00,722
2016-06-22,18:14:00,648
2016-06-22,18:29:00,562
2016-06-22,18:44:00,544
2016-06-22,18:59:00,494
2016-06-22,19:14:00,456
2016-06-22,19:29:00,444
2016-06-22,19:44:00,400
2016-06-22,19:59:00,332
2016-06-22,20:14:00,346
2016-06-22,20:29:00,345
2016-06-22,20:44:00,361
2016-06-22,20:59:00,297
2016-06-22,21:14:00,301
2016-06-22,21:29:00,326
2016-06-22,21:44:00,344
2016-06-22,21:59:00,288
2016-06-22,22:14:00,367
2016-06-22,22:29:00,213
2016-06-22,22:44:00,161
2016-06-22,22:59:00,183
2016-06-22,23:14:00,228
2016-06-22,23:29:00,222
2016-06-22,23:44:00,226
2016-06-22,23:59:00,190
2016-06-23,00:14:00,197
2016-06-23,00:29:00,192
2016-06-23,00:44:00,194
2016-06-23,00:59:00,134
2016-06-23,01:14:00,77
2016-06-23,01:29:00,69
2016-06-23,01:44:00,90
2016-06-23,01:59:00,78
2016-06-23,02:14:00,105
2016-06-23,02:29:00,82
2016-06-23,02:44:00,62
2016-06-23,02:59:00,46
2016-06-23,03:14:00,64
2016-06-23,03:29:00,36
2016-06-23,03:44:00,70
2016-06-23,03:59:00,66
2016-06-23,04:14:00,77
2016-06-23,04:29:00,118
2016-06-23,04:44:00,148
2016-06-23,04:59:00,158
2016-06-23,05:14:00,230
2016-06-23,05:29:00,271
2016-06-23,05:44:00,416
2016-06-23,05:59:00,505
2016-06-23,06:14:00,528
2016-06-23,06:29:00,576
2016-06-23,06:44:00,476
2016-06-23,06:59:00,467
2016-06-23,07:14:00,492
2016-06-23,07:29:00,485
2016-06-23,07:44:00,496
2016-06-23,07:59:00,397
2016-06-23,08:14:00,464
2016-06-23,08:29:00,550
2016-06-23,08:44:00,513
2016-06-23,08:59:00,526
2016-06-23,09:14:00,509
2016-06-23,09:29:00,528
2016-06-23,09:44:00,414
2016-06-23,09:59:00,432
2016-06-23,10:14:00,406
2016-06-23,10:29:00,402
2016-06-23,10:44:00,421
2016-06-23,10:59:00,420
2016-06-23,11:14:00,381
2016-06-23,11:29:00,356
2016-06-23,11:44:00,366
2016-06-23,11:59:00,345
2016-06-23,12:14:00,392
2016-06-23,12:29:00,360
2016-06-23,12:44:00,356
2016-06-23,12:59:00,400
2016-06-23,13:14:00,345
2016-06-23,13:29:00,397
2016-06-23,13:44:00,394
2016-06-23,13:59:00,412
2016-06-23,14:14:00,463
2016-06-23,14:29:00,504
2016-06-23,14:44:00,514
2016-06-23,14:59:00,489
2016-06-23,15:14:00,489
2016-06-23,15:29:00,543
2016-06-23,15:44:00,565
2016-06-23,15:59:00,557
2016-06-23,16:14:00,678
2016-06-23,16:29:00,711
2016-06-23,16:44:00,736
2016-06-23,16:59:00,657
2016-06-23,17:14:00,695
2016-06-23,17:29:00,675
2016-06-23,17:44:00,606
2016-06-23,17:59:00,569
2016-06-23,18:14:00,503
2016-06-23,18:29:00,527
2016-06-23,18:44:00,526
2016-06-23,18:59:00,434
2016-06-23,19:14:00,455
2016-06-23,19:29:00,456
2016-06-23,19:44:00,374
2016-06-23,19:59:00,375
2016-06-23,20:14:00,348
2016-06-23,20:29:00,372
2016-06-23,20:44:00,356
2016-06-23,20:59:00,349
2016-06-23,21:14:00,345
2016-06-23,21:29:00,338
2016-06-23,21:44:00,290
2016-06-23,21:59:00,259
2016-06-23,22:14:00,282
2016-06-23,22:29:00,291
2016-06-23,22:44:00,313
2016-06-23,22:59:00,293
2016-06-23,23:14:00,226
2016-06-23,23:29:00,220
2016-06-23,23:44:00,163
2016-06-23,23:59:00,227
2016-06-24,00:14:00,295
2016-06-24,00:29:00,203
2016-06-24,00:44:00,221
2016-06-24,00:59:00,197
2016-06-24,01:14:00,191
2016-06-24,01:29:00,180
2016-06-24,01:44:00,226
2016-06-24,01:59:00,133
2016-06-24,02:14:00,63
2016-06-24,02:29:00,58
2016-06-24,02:44:00,86
2016-06-24,02:59:00,92
2016-06-24,03:14:00,95
2016-06-24,03:29:00,70
2016-06-24,03:44:00,115
2016-06-24,03:59:00,113
2016-06-24,04:14:00,149
2016-06-24,04:29:00,167
2016-06-24,04:44:00,174
2016-06-24,04:59:00,206
2016-06-24,05:14:00,248
2016-06-24,05:29:00,313
2016-06-24,05:44:00,424
2016-06-24,05:59:00,514
2016-06-24,06:14:00,585
2016-06-24,06:29:00,552
2016-06-24,06:44:00,596
2016-06-24,06:59:00,538
2016-06-24,07:14:00,588
2016-06-24,07:29:00,591
2016-06-24,07:44:00,587
2016-06-24,07:59:00,556
2016-06-24,08:14:00,644
2016-06-24,08:29:00,524
2016-06-24,08:44:00,519
2016-06-24,08:59:00,456
2016-06-24,09:14:00,425
2016-06-24,09:29:00,427
2016-06-24,09:44:00,382
2016-06-24,09:59:00,371
2016-06-24,10:14:00,390
2016-06-24,10:29:00,392
2016-06-24,10:44:00,411
2016-06-24,10:59:00,388
2016-06-24,11:14:00,397
2016-06-24,11:29:00,397
2016-06-24,11:44:00,390
2016-06-24,11:59:00,369
2016-06-24,12:14:00,455
2016-06-24,12:29:00,457
2016-06-24,12:44:00,486
2016-06-24,12:59:00,471
2016-06-24,13:14:00,486
2016-06-24,13:29:00,446
2016-06-24,13:44:00,441
2016-06-24,13:59:00,480
2016-06-24,14:14:00,503
2016-06-24,14:29:00,505
2016-06-24,14:44:00,511
2016-06-24,14:59:00,422
2016-06-24,15:14:00,486
2016-06-24,15:29:00,544
2016-06-24,15:44:00,490
2016-06-24,15:59:00,538
2016-06-24,16:14:00,615
2016-06-24,16:29:00,626
2016-06-24,16:44:00,644
2016-06-24,16:59:00,576
2016-06-24,17:14:00,695
2016-06-24,17:29:00,579
2016-06-24,17:44:00,593
2016-06-24,17:59:00,585
2016-06-24,18:14:00,528
2016-06-24,18:29:00,498
2016-06-24,18:44:00,529
2016-06-24,18:59:00,443
2016-06-24,19:14:00,460
2016-06-24,19:29:00,412
2016-06-24,19:44:00,413
2016-06-24,19:59:00,385
2016-06-24,20:14:00,345
2016-06-24,20:29:00,376
2016-06-24,20:44:00,407
2016-06-24,20:59:00,362
2016-06-24,21:14:00,326
2016-06-24,21:29:00,370
2016-06-24,21:44:00,341
2016-06-24,21:59:00,242
2016-06-24,22:14:00,207
2016-06-24,22:29:00,189
2016-06-24,22:44:00,215
2016-06-24,22:59:00,201
2016-06-24,23:14:00,204
2016-06-24,23:29:00,219
2016-06-24,23:44:00,283
2016-06-24,23:59:00,218
2016-06-25,00:14:00,197
2016-06-25,00:29:00,231
2016-06-25,00:44:00,215
2016-06-25,00:59:00,190
2016-06-25,01:14:00,139
2016-06-25,01:29:00,142
2016-06-25,01:44:00,102
2016-06-25,01:59:00,107
2016-06-25,02:14:00,103
2016-06-25,02:29:00,97
2016-06-25,02:44:00,80
2016-06-25,02:59:00,64
2016-06-25,03:14:00,82
2016-06-25,03:29:00,61
2016-06-25,03:44:00,59
2016-06-25,03:59:00,119
2016-06-25,04:14:00,132
2016-06-25,04:29:00,122
2016-06-25,04:44:00,125
2016-06-25,04:59:00,147
2016-06-25,05:14:00,184
2016-06-25,05:29:00,235
2016-06-25,05:44:00,257
2016-06-25,05:59:00,264
2016-06-25,06:14:00,275
2016-06-25,06:29:00,312
2016-06-25,06:44:00,327
2016-06-25,06:59:00,345
2016-06-25,07:14:00,326
2016-06-25,07:29:00,392
2016-06-25,07:44:00,368
2016-06-25,07:59:00,330
2016-06-25,08:14:00,335
2016-06-25,08:29:00,395
2016-06-25,08:44:00,442
2016-06-25,08:59:00,435
2016-06-25,09:14:00,431
2016-06-25,09:29:00,461
2016-06-25,09:44:00,435
2016-06-25,09:59:00,433
2016-06-25,10:14:00,397
2016-06-25,10:29:00,419
2016-06-25,10:44:00,444
2016-06-25,10:59:00,425
2016-06-25,11:14:00,442
2016-06-25,11:29:00,466
2016-06-25,11:44:00,430
2016-06-25,11:59:00,439
2016-06-25,12:14:00,468
2016-06-25,12:29:00,458
2016-06-25,12:44:00,495
2016-06-25,12:59:00,397
2016-06-25,13:14:00,462
2016-06-25,13:29:00,488
2016-06-25,13:44:00,437
2016-06-25,13:59:00,428
2016-06-25,14:14:00,473
2016-06-25,14:29:00,465
2016-06-25,14:44:00,463
2016-06-25,14:59:00,417
2016-06-25,15:14:00,450
2016-06-25,15:29:00,393
2016-06-25,15:44:00,486
2016-06-25,15:59:00,405
2016-06-25,16:14:00,458
2016-06-25,16:29:00,433
2016-06-25,16:44:00,416
2016-06-25,16:59:00,415
2016-06-25,17:14:00,386
2016-06-25,17:29:00,379
2016-06-25,17:44:00,430
2016-06-25,17:59:00,369
2016-06-25,18:14:00,388
2016-06-25,18:29:00,376
2016-06-25,18:44:00,300
2016-06-25,18:59:00,318
2016-06-25,19:14:00,342
2016-06-25,19:29:00,361
2016-06-25,19:44:00,335
2016-06-25,19:59:00,302
2016-06-25,20:14:00,330
2016-06-25,20:29:00,306
2016-06-25,20:44:00,259
2016-06-25,20:59:00,241
2016-06-25,21:14:00,244
2016-06-25,21:29:00,191
2016-06-25,21:44:00,167
2016-06-25,21:59:00,216
2016-06-25,22:14:00,186
2016-06-25,22:29:00,210
2016-06-25,22:44:00,265
2016-06-25,22:59:00,243
2016-06-25,23:14:00,224
2016-06-25,23:29:00,185
2016-06-25,23:44:00,228
2016-06-25,23:59:00,170
2016-06-26,00:14:00,192
2016-06-26,00:29:00,202
2016-06-26,00:44:00,222
2016-06-26,00:59:00,181
2016-06-26,01:14:00,187
2016-06-26,01:29:00,210
2016-06-26,01:44:00,123
2016-06-26,01:59:00,92
2016-06-26,02:14:00,127
2016-06-26,02:29:00,111
2016-06-26,02:44:00,74
2016-06-26,02:59:00,76
2016-06-26,03:14:00,59
2016-06-26,03:29:00,68
2016-06-26,03:44:00,93
2016-06-26,03:59:00,86
2016-06-26,04:14:00,109
2016-06-26,04:29:00,136
2016-06-26,04:44:00,156
2016-06-26,04:59:00,125
2016-06-26,05:14:00,148
2016-06-26,05:29:00,186
2016-06-26,05:44:00,182
2016-06-26,05:59:00,200
2016-06-26,06:14:00,210
2016-06-26,06:29:00,222
2016-06-26,06:44:00,275
2016-06-26,06:59:00,253
2016-06-26,07:14:00,282
2016-06-26,07:29:00,280
2016-06-26,07:44:00,337
2016-06-26,07:59:00,304
2016-06-26,08:14:00,276
2016-06-26,08:29:00,268
2016-06-26,08:44:00,329
2016-06-26,08:59:00,306
2016-06-26,09:14:00,315
2016-06-26,09:29:00,354
2016-06-26,09:44:00,395
2016-06-26,09:59:00,301
2016-06-26,10:14:00,347
2016-06-26,10:29:00,369
2016-06-26,10:44:00,345
2016-06-26,10:59:00,416
2016-06-26,11:14:00,384
2016-06-26,11:29:00,400
2016-06-26,11:44:00,426
2016-06-26,11:59:00,424
2016-06-26,12:14:00,446
2016-06-26,12:29:00,471
2016-06-26,12:44:00,442
2016-06-26,12:59:00,412
2016-06-26,13:14:00,449
2016-06-26,13:29:00,476
2016-06-26,13:44:00,493
2016-06-26,13:59:00,450
2016-06-26,14:14:00,434
2016-06-26,14:29:00,474
2016-06-26,14:44:00,441
2016-06-26,14:59:00,366
2016-06-26,15:14:00,428
2016-06-26,15:29:00,398
2016-06-26,15:44:00,420
2016-06-26,15:59:00,388
2016-06-26,16:14:00,385
2016-06-26,16:29:00,417
2016-06-26,16:44:00,442
2016-06-26,16:59:00,495
2016-06-26,17:14:00,479
2016-06-26,17:29:00,426
2016-06-26,17:44:00,358
2016-06-26,17:59:00,412
2016-06-26,18:14:00,433
2016-06-26,18:29:00,412
2016-06-26,18:44:00,450
2016-06-26,18:59:00,414
2016-06-26,19:14:00,427
2016-06-26,19:29:00,396
2016-06-26,19:44:00,390
2016-06-26,19:59:00,398
2016-06-26,20:14:00,411
2016-06-26,20:29:00,392
2016-06-26,20:44:00,358
2016-06-26,20:59:00,292
2016-06-26,21:14:00,291
2016-06-26,21:29:00,274
2016-06-26,21:44:00,260
2016-06-26,21:59:00,217
2016-06-26,22:14:00,193
2016-06-26,22:29:00,221
2016-06-26,22:44:00,270
2016-06-26,22:59:00,252
2016-06-26,23:14:00,166
2016-06-26,23:29:00,218
2016-06-26,23:44:00,181
2016-06-26,23:59:00,244
2016-06-27,00:14:00,217
2016-06-27,00:29:00,206
2016-06-27,00:44:00,246
2016-06-27,00:59:00,206
2016-06-27,01:14:00,159
2016-06-27,01:29:00,110
2016-06-27,01:44:00,104
2016-06-27,01:59:00,75
2016-06-27,02:14:00,110
2016-06-27,02:29:00,87
2016-06-27,02:44:00,101
2016-06-27,02:59:00,51
2016-06-27,03:14:00,52
2016-06-27,03:29:00,63
2016-06-27,03:44:00,71
2016-06-27,03:59:00,80
2016-06-27,04:14:00,95
2016-06-27,04:29:00,138
2016-06-27,04:44:00,168
2016-06-27,04:59:00,160
2016-06-27,05:14:00,220
2016-06-27,05:29:00,334
2016-06-27,05:44:00,431
2016-06-27,05:59:00,519
2016-06-27,06:14:00,556
2016-06-27,06:29:00,543
2016-06-27,06:44:00,480
2016-06-27,06:59:00,475
2016-06-27,07:14:00,519
2016-06-27,07:29:00,443
2016-06-27,07:44:00,491
2016-06-27,07:59:00,519
2016-06-27,08:14:00,471
2016-06-27,08:29:00,528
2016-06-27,08:44:00,538
2016-06-27,08:59:00,472
2016-06-27,09:14:00,515
2016-06-27,09:29:00,399
2016-06-27,09:44:00,417
2016-06-27,09:59:00,384
2016-06-27,10:14:00,376
2016-06-27,10:29:00,352
2016-06-27,10:44:00,329
2016-06-27,10:59:00,361
2016-06-27,11:14:00,380
2016-06-27,11:29:00,352
2016-06-27,11:44:00,373
2016-06-27,11:59:00,370
2016-06-27,12:14:00,399
2016-06-27,12:29:00,408
2016-06-27,12:44:00,401
2016-06-27,12:59:00,374
2016-06-27,13:14:00,422
2016-06-27,13:29:00,491
2016-06-27,13:44:00,469
2016-06-27,13:59:00,469
2016-06-27,14:14:00,452
2016-06-27,14:29:00,477
2016-06-27,14:44:00,428
2016-06-27,14:59:00,444
2016-06-27,15:14:00,465
2016-06-27,15:29:00,420
2016-06-27,15:44:00,541
2016-06-27,15:59:00,486
2016-06-27,16:14:00,657
2016-06-27,16:29:00,679
2016-06-27,16:44:00,707
2016-06-27,16:59:00,652
2016-06-27,17:14:00,778
2016-06-27,17:29:00,730
2016-06-27,17:44:00,739
2016-06-27,17:59:00,712
2016-06-27,18:14:00,711
2016-06-27,18:29:00,659
2016-06-27,18:44:00,530
2016-06-27,18:59:00,424
2016-06-27,19:14:00,400
2016-06-27,19:29:00,406
2016-06-27,19:44:00,363
2016-06-27,19:59:00,337
2016-06-27,20:14:00,362
2016-06-27,20:29:00,309
2016-06-27,20:44:00,235
2016-06-27,20:59:00,283
2016-06-27,21:14:00,244
2016-06-27,21:29:00,290
2016-06-27,21:44:00,262
2016-06-27,21:59:00,253
2016-06-27,22:14:00,257
2016-06-27,22:29:00,217
2016-06-27,22:44:00,213
2016-06-27,22:59:00,139
2016-06-27,23:14:00,125
2016-06-27,23:29:00,133
2016-06-27,23:44:00,196
2016-06-27,23:59:00,184
2016-06-28,00:14:00,226
2016-06-28,00:29:00,221
2016-06-28,00:44:00,129
2016-06-28,00:59:00,121
2016-06-28,01:14:00,111
2016-06-28,01:29:00,50
2016-06-28,01:44:00,68
2016-06-28,01:59:00,91
2016-06-28,02:14:00,102
2016-06-28,02:29:00,53
2016-06-28,02:44:00,68
2016-06-28,02:59:00,100
2016-06-28,03:14:00,66
2016-06-28,03:29:00,88
2016-06-28,03:44:00,96
2016-06-28,03:59:00,98
2016-06-28,04:14:00,112
2016-06-28,04:29:00,131
2016-06-28,04:44:00,170
2016-06-28,04:59:00,162
2016-06-28,05:14:00,218
2016-06-28,05:29:00,298
2016-06-28,05:44:00,435
2016-06-28,05:59:00,492
2016-06-28,06:14:00,551
2016-06-28,06:29:00,631
2016-06-28,06:44:00,544
2016-06-28,06:59:00,535
2016-06-28,07:14:00,634
2016-06-28,07:29:00,565
2016-06-28,07:44:00,512
2016-06-28,07:59:00,495
2016-06-28,08:14:00,578
2016-06-28,08:29:00,474
2016-06-28,08:44:00,524
2016-06-28,08:59:00,486
2016-06-28,09:14:00,486
2016-06-28,09:29:00,530
2016-06-28,09:44:00,528
2016-06-28,09:59:00,439
2016-06-28,10:14:00,391
2016-06-28,10:29:00,316
2016-06-28,10:44:00,336
2016-06-28,10:59:00,341
2016-06-28,11:14:00,394
2016-06-28,11:29:00,348
2016-06-28,11:44:00,343
2016-06-28,11:59:00,365
2016-06-28,12:14:00,401
2016-06-28,12:29:00,386
2016-06-28,12:44:00,402
2016-06-28,12:59:00,394
2016-06-28,13:14:00,368
2016-06-28,13:29:00,442
2016-06-28,13:44:00,446
2016-06-28,13:59:00,395
2016-06-28,14:14:00,499
2016-06-28,14:29:00,467
2016-06-28,14:44:00,449
2016-06-28,14:59:00,418
2016-06-28,15:14:00,534
2016-06-28,15:29:00,475
2016-06-28,15:44:00,525
2016-06-28,15:59:00,559
2016-06-28,16:14:00,724
2016-06-28,16:29:00,645
2016-06-28,16:44:00,696
2016-06-28,16:59:00,683
2016-06-28,17:14:00,776
2016-06-28,17:29:00,700
2016-06-28,17:44:00,717
2016-06-28,17:59:00,653
2016-06-28,18:14:00,661
2016-06-28,18:29:00,635
2016-06-28,18:44:00,627
2016-06-28,18:59:00,485
2016-06-28,19:14:00,448
2016-06-28,19:29:00,407
2016-06-28,19:44:00,378
2016-06-28,19:59:00,383
2016-06-28,20:14:00,368
2016-06-28,20:29:00,412
2016-06-28,20:44:00,358
2016-06-28,20:59:00,319
2016-06-28,21:14:00,320
2016-06-28,21:29:00,272
2016-06-28,21:44:00,260
2016-06-28,21:59:00,244
2016-06-28,22:14:00,258
2016-06-28,22:29:00,211
2016-06-28,22:44:00,179
2016-06-28,22:59:00,170
2016-06-28,23:14:00,190
2016-06-28,23:29:00,232
2016-06-28,23:44:00,225
2016-06-28,23:59:00,175
2016-06-29,00:14:00,194
2016-06-29,00:29:00,157
2016-06-29,00:44:00,149
2016-06-29,00:59:00,95
2016-06-29,01:14:00,95
2016-06-29,01:29:00,117
2016-06-29,01:44:00,110
2016-06-29,01:59:00,80
2016-06-29,02:14:00,72
2016-06-29,02:29:00,90
2016-06-29,02:44:00,130
2016-06-29,02:59:00,90
2016-06-29,03:14:00,74
2016-06-29,03:29:00,103
2016-06-29,03:44:00,97
2016-06-29,03:59:00,87
2016-06-29,04:14:00,123
2016-06-29,04:29:00,169
2016-06-29,04:44:00,196
2016-06-29,04:59:00,173
2016-06-29,05:14:00,217
2016-06-29,05:29:00,286
2016-06-29,05:44:00,445
2016-06-29,05:59:00,540
2016-06-29,06:14:00,590
2016-06-29,06:29:00,591
2016-06-29,06:44:00,482
2016-06-29,06:59:00,537
2016-06-29,07:14:00,519
2016-06-29,07:29:00,507
2016-06-29,07:44:00,476
2016-06-29,07:59:00,517
2016-06-29,08:14:00,582
2016-06-29,08:29:00,433
2016-06-29,08:44:00,449
2016-06-29,08:59:00,508
2016-06-29,09:14:00,463
2016-06-29,09:29:00,453
2016-06-29,09:44:00,376
2016-06-29,09:59:00,368
2016-06-29,10:14:00,403
2016-06-29,10:29:00,346
2016-06-29,10:44:00,376
2016-06-29,10:59:00,379
2016-06-29,11:14:00,429
2016-06-29,11:29:00,371
2016-06-29,11:44:00,321
2016-06-29,11:59:00,395
2016-06-29,12:14:00,381
2016-06-29,12:29:00,371
2016-06-29,12:44:00,411
2016-06-29,12:59:00,413
2016-06-29,13:14:00,393
2016-06-29,13:29:00,432
2016-06-29,13:44:00,437
2016-06-29,13:59:00,475
2016-06-29,14:14:00,496
2016-06-29,14:29:00,498
2016-06-29,14:44:00,452
2016-06-29,14:59:00,463
2016-06-29,15:14:00,547
2016-06-29,15:29:00,549
2016-06-29,15:44:00,503
2016-06-29,15:59:00,511
2016-06-29,16:14:00,663
2016-06-29,16:29:00,715
2016-06-29,16:44:00,666
2016-06-29,16:59:00,654
2016-06-29,17:14:00,772
2016-06-29,17:29:00,802
2016-06-29,17:44:00,730
2016-06-29,17:59:00,795
2016-06-29,18:14:00,647
2016-06-29,18:29:00,524
2016-06-29,18:44:00,531
2016-06-29,18:59:00,467
2016-06-29,19:14:00,461
2016-06-29,19:29:00,506
2016-06-29,19:44:00,437
2016-06-29,19:59:00,408
2016-06-29,20:14:00,395
2016-06-29,20:29:00,321
2016-06-29,20:44:00,340
2016-06-29,20:59:00,367
2016-06-29,21:14:00,352
2016-06-29,21:29:00,304
2016-06-29,21:44:00,232
2016-06-29,21:59:00,202
2016-06-29,22:14:00,245
2016-06-29,22:29:00,268
2016-06-29,22:44:00,264
2016-06-29,22:59:00,259
2016-06-29,23:14:00,171
2016-06-29,23:29:00,201
2016-06-29,23:44:00,157
2016-06-29,23:59:00,160
2016-06-30,00:14:00,182
2016-06-30,00:29:00,158
2016-06-30,00:44:00,163
2016-06-30,00:59:00,125
2016-06-30,01:14:00,117
2016-06-30,01:29:00,97
2016-06-30,01:44:00,103
2016-06-30,01:59:00,87
2016-06-30,02:14:00,93
2016-06-30,02:29:00,84
2016-06-30,02:44:00,77
2016-06-30,02:59:00,75
2016-06-30,03:14:00,95
2016-06-30,03:29:00,83
2016-06-30,03:44:00,85
2016-06-30,03:59:00,119
2016-06-30,04:14:00,122
2016-06-30,04:29:00,144
2016-06-30,04:44:00,142
2016-06-30,04:59:00,178
2016-06-30,05:14:00,264
2016-06-30,05:29:00,331
2016-06-30,05:44:00,446
2016-06-30,05:59:00,514
2016-06-30,06:14:00,623
2016-06-30,06:29:00,644
2016-06-30,06:44:00,594
2016-06-30,06:59:00,560
2016-06-30,07:14:00,571
2016-06-30,07:29:00,612
2016-06-30,07:44:00,594
2016-06-30,07:59:00,605
2016-06-30,08:14:00,569
2016-06-30,08:29:00,475
2016-06-30,08:44:00,539
2016-06-30,08:59:00,529
2016-06-30,09:14:00,544
2016-06-30,09:29:00,518
2016-06-30,09:44:00,377
2016-06-30,09:59:00,390
2016-06-30,10:14:00,361
2016-06-30,10:29:00,421
2016-06-30,10:44:00,394
2016-06-30,10:59:00,382
2016-06-30,11:14:00,406
2016-06-30,11:29:00,371
2016-06-30,11:44:00,380
2016-06-30,11:59:00,393
2016-06-30,12:14:00,382
2016-06-30,12:29:00,395
2016-06-30,12:44:00,433
2016-06-30,12:59:00,391
2016-06-30,13:14:00,473
2016-06-30,13:29:00,446
2016-06-30,13:44:00,478
2016-06-30,13:59:00,475
2016-06-30,14:14:00,518
2016-06-30,14:29:00,552
2016-06-30,14:44:00,439
2016-06-30,14:59:00,466
2016-06-30,15:14:00,513
2016-06-30,15:29:00,545
2016-06-30,15:44:00,556
2016-06-30,15:59:00,597
2016-06-30,16:14:00,623
2016-06-30,16:29:00,702
2016-06-30,16:44:00,711
2016-06-30,16:59:00,701
2016-06-30,17:14:00,755
2016-06-30,17:29:00,763
2016-06-30,17:44:00,710
2016-06-30,17:59:00,717
2016-06-30,18:14:00,645
2016-06-30,18:29:00,613
2016-06-30,18:44:00,590
2016-06-30,18:59:00,486
2016-06-30,19:14:00,479
2016-06-30,19:29:00,429
2016-06-30,19:44:00,427
2016-06-30,19:59:00,406
2016-06-30,20:14:00,379
2016-06-30,20:29:00,393
2016-06-30,20:44:00,353
2016-06-30,20:59:00,305
2016-06-30,21:14:00,332
2016-06-30,21:29:00,308
2016-06-30,21:44:00,292
2016-06-30,21:59:00,325
2016-06-30,22:14:00,323
